Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Transcript count	Gene type
ENSG00000178127	18	9102630	9134345	NDUFV2	9	protein_coding
ENSG00000265257	18	9102736	9254346		2	lncRNA
ENSG00000263847	18	9112404	9115877		1	lncRNA
ENSG00000266053	18	9121176	9136645	NDUFV2-AS1	7	lncRNA
ENSG00000101745	18	9136228	9285985	ANKRD12	9	protein_coding
ENSG00000200883	18	9249649	9249746	Y_RNA	1	misc_RNA
ENSG00000207092	18	9250110	9250211	Y_RNA	1	misc_RNA
ENSG00000273284	18	9259388	9260390		1	lncRNA
ENSG00000264964	18	9287952	9334558	TWSG1-DT	22	lncRNA
ENSG00000128791	18	9334767	9402420	TWSG1	3	protein_coding
ENSG00000287509	18	9335269	9336242		1	lncRNA
ENSG00000298966	18	9404527	9421117		2	lncRNA
ENSG00000297841	18	9433593	9434544		1	lncRNA
ENSG00000294812	18	9436591	9447255		2	lncRNA
ENSG00000273335	18	9473421	9474006		1	lncRNA
ENSG00000017797	18	9475009	9538114	RALBP1	6	protein_coding
ENSG00000266805	18	9506242	9509726		1	lncRNA
ENSG00000251994	18	9518119	9518260	RNU2-27P	1	snRNA
ENSG00000154845	18	9546791	9615240	PPP4R1	29	protein_coding
ENSG00000266541	18	9587386	9590182		1	lncRNA
ENSG00000263627	18	9613521	9619370	PPP4R1-AS1	12	lncRNA
ENSG00000212572	18	9617964	9618072	RNU6-903P	1	snRNA
ENSG00000298314	18	9633245	9648146		2	lncRNA
ENSG00000285594	18	9646080	9648594	LINC02856	3	lncRNA
ENSG00000306548	18	9664322	9669161		1	lncRNA
ENSG00000264644	18	9678248	9679493	KRT18P8	1	processed_pseudogene
ENSG00000300774	18	9696742	9708792		2	lncRNA
ENSG00000300796	18	9704416	9705248		1	lncRNA
ENSG00000168461	18	9708275	9862551	RAB31	12	protein_coding
ENSG00000266891	18	9734882	9735602		1	processed_pseudogene
ENSG00000266127	18	9785108	9787805	ZNF415P1	1	processed_pseudogene
ENSG00000242651	18	9830330	9830627	RN7SL862P	1	misc_RNA
ENSG00000285653	18	9840340	9841559		1	lncRNA
ENSG00000252680	18	9844717	9844846	RNA5SP449	1	rRNA_pseudogene
ENSG00000265564	18	9880580	9880886	PIGPP4	1	processed_pseudogene
ENSG00000168454	18	9885766	9889275	TXNDC2	5	protein_coding
ENSG00000272799	18	9912316	9912849		1	lncRNA
ENSG00000296998	18	9912933	9913888		3	lncRNA
ENSG00000101558	18	9914016	9960021	VAPA	9	protein_coding
ENSG00000223138	18	9923920	9924021	RNA5SP450	1	rRNA_pseudogene
ENSG00000305350	18	9986366	9987849		2	lncRNA
ENSG00000292982	19	60951	72334	WASH5P	19	lncRNA
ENSG00000282458	19	66320	66492	WASH5P	1	transcribed_processed_pseudogene
ENSG00000282542	19	68403	69178		1	TEC
ENSG00000282798	19	69167	69972		1	TEC
ENSG00000282807	19	71006	72719		3	lncRNA
ENSG00000283801	19	71973	72110	MIR1302-11	1	miRNA
ENSG00000282591	19	76162	79204	FAM138F	8	lncRNA
ENSG00000295826	19	78135	88283		2	lncRNA
ENSG00000290363	19	93491	106077		3	lncRNA
ENSG00000282137	19	94062	94974	OR4G3P	1	transcribed_unprocessed_pseudogene
ENSG00000267310	19	104535	105472	OR4G1P	1	transcribed_unprocessed_pseudogene
ENSG00000176695	19	107104	117102	OR4F17	4	protein_coding
ENSG00000267792	19	145485	145812	WBP1LP11	1	processed_pseudogene
ENSG00000295047	19	145913	171406		1	lncRNA
ENSG00000266971	19	156279	157215	OR4F8P	1	unprocessed_pseudogene
ENSG00000282535	19	176896	177913		1	lncRNA
ENSG00000282508	19	181465	246555	LINC01002	49	lncRNA
ENSG00000281379	19	191115	191325	SEPTIN14P19	1	transcribed_unprocessed_pseudogene
ENSG00000282059	19	193239	195595	CICP19	1	processed_pseudogene
ENSG00000282416	19	197310	198066		1	processed_pseudogene
ENSG00000282051	19	197961	198396		1	transcribed_processed_pseudogene
ENSG00000292987	19	198052	200775		1	lncRNA
ENSG00000282339	19	200499	201174		1	transcribed_processed_pseudogene
ENSG00000222329	19	223158	223261	RNU6-1076P	1	snRNA
ENSG00000309860	19	235956	242625		1	lncRNA
ENSG00000282393	19	248551	251571		1	lncRNA
ENSG00000141934	19	281040	291403	PLPP2	8	protein_coding
ENSG00000267124	19	305573	306467		1	lncRNA
ENSG00000105556	19	305573	344815	MIER2	7	protein_coding
ENSG00000105549	19	361747	376026	SPMAP2	4	protein_coding
ENSG00000286667	19	374420	387548		4	lncRNA
ENSG00000267443	19	397589	399173		1	lncRNA
ENSG00000294079	19	399160	401652		1	lncRNA
ENSG00000183186	19	405445	409147	C2CD4C	1	protein_coding
ENSG00000129946	19	416589	461033	SHC2	6	protein_coding
ENSG00000297401	19	427334	441813		1	lncRNA
ENSG00000252539	19	453134	453245	RNA5SP462	1	rRNA_pseudogene
ENSG00000181781	19	463346	474983	CIMAP1D	3	protein_coding
ENSG00000099866	19	489176	505343	MADCAM1	5	protein_coding
ENSG00000266933	19	490046	532972	MADCAM1-AS1	2	lncRNA
ENSG00000141933	19	507497	519654	TPGS1	2	protein_coding
ENSG00000099804	19	531760	542092	CDC34	7	protein_coding
ENSG00000197540	19	544034	549924	GZMM	2	protein_coding
ENSG00000267751	19	562360	572404	BSG-AS1	10	lncRNA
ENSG00000172270	19	571277	583494	BSG	21	protein_coding
ENSG00000099822	19	589881	617159	HCN2	1	protein_coding
ENSG00000267036	19	590430	591300		1	processed_pseudogene
ENSG00000306481	19	609940	610898		1	lncRNA
ENSG00000099821	19	617221	633537	POLRMT	8	protein_coding
ENSG00000301079	19	632771	634337		2	lncRNA
ENSG00000261204	19	637105	637537		1	lncRNA
ENSG00000070388	19	639879	644373	FGF22	3	protein_coding
ENSG00000070423	19	647526	663233	RNF126	7	protein_coding
ENSG00000267666	19	663448	669500		2	lncRNA
ENSG00000308766	19	675156	676553		1	lncRNA
ENSG00000070404	19	676392	683392	FSTL3	7	protein_coding
ENSG00000185198	19	685546	695498	PRSS57	2	protein_coding
ENSG00000213726	19	690353	691172	RPS2P52	1	processed_pseudogene
ENSG00000304043	19	695919	703754		1	lncRNA
ENSG00000099864	19	708935	748329	PALM	11	protein_coding
ENSG00000306429	19	716813	719910		1	lncRNA
ENSG00000099812	19	751112	764318	MISP	2	protein_coding
ENSG00000272473	19	769698	789808		21	lncRNA
ENSG00000267530	19	782119	787548	LINC01836	13	lncRNA
ENSG00000011304	19	797075	812327	PTBP1	24	protein_coding
ENSG00000284361	19	804940	805001	MIR4745	1	miRNA
ENSG00000129951	19	812488	821955	PLPPR3	4	protein_coding
ENSG00000263414	19	813584	813653	MIR3187	1	miRNA
ENSG00000172232	19	825097	832018	AZU1	2	protein_coding
ENSG00000196415	19	840999	848175	PRTN3	2	protein_coding
ENSG00000197561	19	851014	856247	ELANE	2	protein_coding
ENSG00000197766	19	859453	867884	CFD	7	protein_coding
ENSG00000175221	19	867630	893218	MED16	11	protein_coding
ENSG00000207507	19	893484	893590	RNU6-9	1	snRNA
ENSG00000198858	19	896503	913245	R3HDM4	8	protein_coding
ENSG00000301022	19	900791	902513		1	lncRNA
ENSG00000116014	19	917287	921005	KISS1R	3	protein_coding
ENSG00000116017	19	925781	975939	ARID3A	7	protein_coding
ENSG00000267159	19	928259	928909		3	lncRNA
ENSG00000306406	19	945131	948345		1	lncRNA
ENSG00000275162	19	956485	958149		1	lncRNA
ENSG00000294172	19	982926	984149		2	lncRNA
ENSG00000065268	19	984332	998438	WDR18	11	protein_coding
ENSG00000266990	19	999796	1002757		1	lncRNA
ENSG00000116032	19	1000419	1009732	GRIN3B	2	protein_coding
ENSG00000182087	19	1009648	1021179	TMEM259	12	protein_coding
ENSG00000274177	19	1010221	1010907		1	lncRNA
ENSG00000301067	19	1021516	1021883		1	lncRNA
ENSG00000207357	19	1021522	1021628	RNU6-2	1	snRNA
ENSG00000064666	19	1026586	1039068	CNN2	12	protein_coding
ENSG00000279753	19	1038727	1039064		1	TEC
ENSG00000064687	19	1039997	1065572	ABCA7	18	protein_coding
ENSG00000180448	19	1065923	1086628	ARHGAP45	16	protein_coding
ENSG00000099817	19	1086574	1095380	POLR2E	14	protein_coding
ENSG00000167468	19	1103982	1106791	GPX4	14	protein_coding
ENSG00000064932	19	1107637	1174268	SBNO2	10	protein_coding
ENSG00000290166	19	1163420	1165333		2	lncRNA
ENSG00000306100	19	1170085	1175008		4	lncRNA
ENSG00000118046	19	1177558	1228431	STK11	15	protein_coding
ENSG00000267736	19	1203209	1203842	HMGB2P1	1	transcribed_processed_pseudogene
ENSG00000099625	19	1228287	1238027	CBARP	7	protein_coding
ENSG00000267778	19	1229108	1239529	CBARP-DT	4	lncRNA
ENSG00000099624	19	1241746	1244825	ATP5F1D	9	protein_coding
ENSG00000298805	19	1245394	1247031		2	lncRNA
ENSG00000288704	19	1245890	1249629		23	lncRNA
ENSG00000167470	19	1248553	1259143	MIDN	5	protein_coding
ENSG00000099622	19	1259384	1274880	CIRBP	46	protein_coding
ENSG00000267493	19	1267471	1270260	CIRBP-AS1	1	lncRNA
ENSG00000228300	19	1275530	1279244	FAM174C	5	protein_coding
ENSG00000295949	19	1281799	1284471		2	lncRNA
ENSG00000099617	19	1285873	1301431	EFNA2	1	protein_coding
ENSG00000240846	19	1307401	1307719	RPS15P9	1	processed_pseudogene
ENSG00000267372	19	1321225	1322846		1	lncRNA
ENSG00000160953	19	1354711	1378431	PWWP3A	17	protein_coding
ENSG00000279488	19	1372238	1374364		1	TEC
ENSG00000267755	19	1376773	1377520		2	lncRNA
ENSG00000115286	19	1383527	1395589	NDUFS7	18	protein_coding
ENSG00000280486	19	1385473	1389665		1	lncRNA
ENSG00000248015	19	1392170	1396467		4	lncRNA
ENSG00000130005	19	1397026	1401570	GAMT	5	protein_coding
ENSG00000071626	19	1407569	1435687	DAZAP1	11	protein_coding
ENSG00000115268	19	1438358	1440495	RPS15	13	protein_coding
ENSG00000268798	19	1440839	1441938		1	lncRNA
ENSG00000301705	19	1443064	1447360		2	lncRNA
ENSG00000115266	19	1446302	1473244	APC2	8	protein_coding
ENSG00000267317	19	1457670	1458580		1	lncRNA
ENSG00000119559	19	1461143	1479219	C19orf25	14	protein_coding
ENSG00000115257	19	1481428	1490752	PCSK4	13	protein_coding
ENSG00000115255	19	1491166	1497927	REEP6	4	protein_coding
ENSG00000185761	19	1505022	1513604	ADAMTSL5	11	protein_coding
ENSG00000185988	19	1508023	1536046	PLK5	10	protein_coding
ENSG00000267092	19	1508375	1508963		1	lncRNA
ENSG00000181588	19	1554672	1568325	MEX3D	2	protein_coding
ENSG00000239367	19	1570575	1570860	RN7SL477P	1	misc_RNA
ENSG00000071655	19	1573596	1592865	MBD3	11	protein_coding
ENSG00000279009	19	1576939	1577086		1	TEC
ENSG00000267059	19	1578339	1605445		1	protein_coding
ENSG00000127540	19	1597169	1605473	UQCR11	5	protein_coding
ENSG00000071564	19	1609291	1652615	TCF3	21	protein_coding
ENSG00000252933	19	1616492	1616595	RNU6-1223P	1	snRNA
ENSG00000275642	19	1724115	1724395	Metazoa_SRP	1	misc_RNA
ENSG00000309855	19	1725991	1747223		25	lncRNA
ENSG00000267073	19	1745081	1748753		4	lncRNA
ENSG00000205922	19	1753506	1780988	ONECUT3	1	protein_coding
ENSG00000130270	19	1782075	1812276	ATP8B3	8	protein_coding
ENSG00000079313	19	1815248	1848483	REXO1	8	protein_coding
ENSG00000267007	19	1815249	1815873		1	lncRNA
ENSG00000284216	19	1816159	1816238	MIR1909	1	miRNA
ENSG00000267244	19	1822089	1824542		4	lncRNA
ENSG00000304012	19	1838481	1839976		1	lncRNA
ENSG00000267125	19	1852382	1853622		1	lncRNA
ENSG00000129911	19	1852399	1863579	KLF16	4	protein_coding
ENSG00000267141	19	1860250	1862019		1	lncRNA
ENSG00000302738	19	1864177	1871671		2	lncRNA
ENSG00000261526	19	1874516	1876239		7	lncRNA
ENSG00000267232	19	1875016	1875992		1	lncRNA
ENSG00000129968	19	1876810	1885496	ABHD17A	8	protein_coding
ENSG00000227500	19	1905214	1926013	SCAMP4	13	protein_coding
ENSG00000213638	19	1905399	1913447	ADAT3	2	protein_coding
ENSG00000303713	19	1931530	1942101		1	lncRNA
ENSG00000303728	19	1940114	1940807		1	lncRNA
ENSG00000133275	19	1941172	1981338	CSNK1G2	11	protein_coding
ENSG00000180846	19	1952589	1954586	CSNK1G2-AS1	1	lncRNA
ENSG00000133243	19	1985438	2034881	BTBD2	11	protein_coding
ENSG00000267283	19	1989401	1990370		2	lncRNA
ENSG00000279653	19	2002580	2003581		1	TEC
ENSG00000275468	19	2013728	2014656		1	processed_pseudogene
ENSG00000267180	19	2030853	2031051		1	transcribed_processed_pseudogene
ENSG00000099875	19	2037465	2051244	MKNK2	12	protein_coding
ENSG00000300005	19	2061691	2062677		1	lncRNA
ENSG00000172081	19	2071036	2096673	MOB3A	9	protein_coding
ENSG00000099840	19	2096429	2099593	IZUMO4	13	protein_coding
ENSG00000065000	19	2100988	2164468	AP3D1	20	protein_coding
ENSG00000104885	19	2163933	2232578	DOT1L	9	protein_coding
ENSG00000267122	19	2212029	2215565		1	lncRNA
ENSG00000104886	19	2230084	2237704	PLEKHJ1	13	protein_coding
ENSG00000221411	19	2234062	2234149	MIR1227	1	miRNA
ENSG00000284129	19	2235829	2235926	MIR6789	1	miRNA
ENSG00000104897	19	2236824	2248655	SF3A2	7	protein_coding
ENSG00000104899	19	2249309	2252073	AMH	3	protein_coding
ENSG00000284272	19	2250639	2250718	MIR4321	1	miRNA
ENSG00000167476	19	2252252	2269759	JSRP1	3	protein_coding
ENSG00000104904	19	2269509	2273492	OAZ1	23	protein_coding
ENSG00000273734	19	2269525	2341172		1	protein_coding
ENSG00000188305	19	2274631	2282175	PEAK3	1	protein_coding
ENSG00000220008	19	2287164	2308154	LINGO3	2	protein_coding
ENSG00000288156	19	2293173	2295781		1	lncRNA
ENSG00000286880	19	2315162	2316875		1	lncRNA
ENSG00000130332	19	2321520	2328611	LSM7	7	protein_coding
ENSG00000005206	19	2328615	2355095	SPPL2B	14	protein_coding
ENSG00000178297	19	2360238	2426261	TMPRSS9	6	protein_coding
ENSG00000099800	19	2425625	2427586	TIMM13	2	protein_coding
ENSG00000176619	19	2427638	2456959	LMNB2	6	protein_coding
ENSG00000283728	19	2434914	2435000	MIR7108	1	miRNA
ENSG00000267201	19	2458935	2462185	LINC01775	2	lncRNA
ENSG00000099860	19	2476122	2478805	GADD45B	8	protein_coding
ENSG00000301105	19	2478454	2494839		3	lncRNA
ENSG00000305662	19	2494872	2499591		3	lncRNA
ENSG00000252962	19	2503047	2503141	RNU6-993P	1	snRNA
ENSG00000176533	19	2511219	2702694	GNG7	2	protein_coding
ENSG00000105694	19	2538112	2538754	ELOCP28	1	processed_pseudogene
ENSG00000307830	19	2543694	2544066		1	lncRNA
ENSG00000263974	19	2595019	2595291	RN7SL121P	1	misc_RNA
ENSG00000307793	19	2599184	2600989		1	lncRNA
ENSG00000307809	19	2603110	2603820		1	lncRNA
ENSG00000267412	19	2610155	2611862		1	lncRNA
ENSG00000277904	19	2630715	2630793	MIR7850	1	miRNA
ENSG00000267214	19	2631954	2632849		1	lncRNA
ENSG00000267749	19	2641838	2643853		1	lncRNA
ENSG00000276097	19	2700689	2701266		1	lncRNA
ENSG00000176490	19	2714567	2721372	DIRAS1	3	protein_coding
ENSG00000267001	19	2717769	2740048		1	protein_coding
ENSG00000286460	19	2721710	2724517		1	lncRNA
ENSG00000261342	19	2727743	2729327		1	lncRNA
ENSG00000141873	19	2732204	2740028	SLC39A3	6	protein_coding
ENSG00000104969	19	2754715	2783362	SGTA	18	protein_coding
ENSG00000172009	19	2785503	2815807	THOP1	14	protein_coding
ENSG00000172006	19	2819868	2836735	ZNF554	4	protein_coding
ENSG00000304546	19	2823439	2823912		1	lncRNA
ENSG00000186300	19	2841437	2860471	ZNF555	3	protein_coding
ENSG00000267063	19	2847227	2858716		2	lncRNA
ENSG00000287766	19	2862270	2864428		1	lncRNA
ENSG00000172000	19	2867335	2883445	ZNF556	3	protein_coding
ENSG00000267398	19	2874950	2875592	RPL35AP38	1	processed_pseudogene
ENSG00000266938	19	2896625	2897222		1	processed_pseudogene
ENSG00000171970	19	2900928	2918473	ZNF57	4	protein_coding
ENSG00000253392	19	2908370	2926912		10	lncRNA
ENSG00000175691	19	2933218	2944971	ZNF77	2	protein_coding
ENSG00000279452	19	2949035	2950644		1	TEC
ENSG00000288906	19	2949659	2950666		1	lncRNA
ENSG00000104953	19	2977538	2995179	TLE6	10	protein_coding
ENSG00000065717	19	2997639	3047635	TLE2	21	protein_coding
ENSG00000267469	19	3052910	3053724		1	lncRNA
ENSG00000104964	19	3052910	3063107	TLE5	12	protein_coding
ENSG00000298869	19	3063044	3066141		1	lncRNA
ENSG00000296665	19	3070048	3070663		1	lncRNA
ENSG00000088256	19	3094362	3123999	GNA11	7	protein_coding
ENSG00000267139	19	3118665	3119304		1	lncRNA
ENSG00000267688	19	3121116	3122140		2	lncRNA
ENSG00000266944	19	3130717	3131398	RPL35P10	1	processed_pseudogene
ENSG00000060558	19	3136033	3163749	GNA15	3	protein_coding
ENSG00000267551	19	3141576	3155175	GNA15-DT	1	lncRNA
ENSG00000125910	19	3172346	3180332	S1PR4	2	protein_coding
ENSG00000289471	19	3178326	3178708		1	lncRNA
ENSG00000299541	19	3180720	3185293		3	lncRNA
ENSG00000125912	19	3185563	3209575	NCLN	8	protein_coding
ENSG00000161082	19	3224661	3297076	CELF5	8	protein_coding
ENSG00000267448	19	3296765	3306930		3	lncRNA
ENSG00000141905	19	3314403	3469217	NFIC	11	protein_coding
ENSG00000305183	19	3325622	3339022		1	lncRNA
ENSG00000280103	19	3355554	3355955		1	TEC
ENSG00000279599	19	3371395	3371602		1	TEC
ENSG00000304357	19	3375576	3376476		1	lncRNA
ENSG00000095932	19	3473986	3480525	SMIM24	4	protein_coding
ENSG00000284638	19	3482110	3483441	SMIM44	1	protein_coding
ENSG00000129932	19	3490821	3500674	DOHH	4	protein_coding
ENSG00000297875	19	3503024	3505818		3	lncRNA
ENSG00000105325	19	3506311	3538334	FZR1	9	protein_coding
ENSG00000252408	19	3521248	3521320		1	snoRNA
ENSG00000161091	19	3538261	3574290	MFSD12	13	protein_coding
ENSG00000183397	19	3539171	3544030	TEKTIP1	2	protein_coding
ENSG00000267436	19	3544199	3557569	MFSD12-AS1	1	lncRNA
ENSG00000267231	19	3558015	3558486		1	lncRNA
ENSG00000279590	19	3567278	3567959		1	TEC
ENSG00000305820	19	3568058	3572657		1	lncRNA
ENSG00000266959	19	3568120	3568273		1	transcribed_processed_pseudogene
ENSG00000305832	19	3568963	3569220		1	lncRNA
ENSG00000064961	19	3572777	3579088	HMG20B	16	protein_coding
ENSG00000179855	19	3585478	3593541	GIPC3	2	protein_coding
ENSG00000006638	19	3594507	3606875	TBXA2R	4	protein_coding
ENSG00000226800	19	3606497	3613930	CACTIN-AS1	3	lncRNA
ENSG00000105298	19	3610645	3626815	CACTIN	10	protein_coding
ENSG00000186111	19	3630183	3700468	PIP5K1C	10	protein_coding
ENSG00000267304	19	3672582	3674295		1	lncRNA
ENSG00000105289	19	3708362	3750813	TJP3	9	protein_coding
ENSG00000011132	19	3750772	3761692	APBA3	8	protein_coding
ENSG00000267205	19	3753840	3756517		1	lncRNA
ENSG00000267138	19	3754620	3756659		1	lncRNA
ENSG00000183617	19	3762682	3768575	MRPL54	2	protein_coding
ENSG00000173976	19	3769089	3772228	RAX2	2	protein_coding
ENSG00000267148	19	3775996	3776182		1	unprocessed_pseudogene
ENSG00000007264	19	3777970	3802129	MATK	15	protein_coding
ENSG00000105278	19	3804024	3869038	ZFR2	10	protein_coding
ENSG00000266989	19	3870991	3872107	FTLP5	1	processed_pseudogene
ENSG00000167654	19	3879864	3928082	ATCAY	6	protein_coding
ENSG00000307697	19	3912029	3914344		1	lncRNA
ENSG00000266627	19	3920245	3920506	RN7SL202P	1	misc_RNA
ENSG00000289254	19	3932486	3951454		4	lncRNA
ENSG00000077009	19	3933069	3942416	NMRK2	5	protein_coding
ENSG00000294388	19	3950146	3960823		4	lncRNA
ENSG00000167657	19	3958453	3971123	DAPK3	7	protein_coding
ENSG00000283928	19	3961414	3961512	MIR637	1	miRNA
ENSG00000167658	19	3976056	3985463	EEF2	7	protein_coding
ENSG00000206775	19	3982507	3982572	SNORD37	1	snoRNA
ENSG00000305677	19	4006953	4007504		1	lncRNA
ENSG00000105229	19	4007736	4039386	PIAS4	6	protein_coding
ENSG00000178951	19	4043303	4066899	ZBTB7A	2	protein_coding
ENSG00000268670	19	4061615	4062749		1	lncRNA
ENSG00000296810	19	4067317	4069697		6	lncRNA
ENSG00000302361	19	4077882	4078625		1	lncRNA
ENSG00000299077	19	4088648	4089859		2	lncRNA
ENSG00000126934	19	4090321	4124122	MAP2K2	15	protein_coding
ENSG00000278007	19	4127492	4127732	Metazoa_SRP	1	misc_RNA
ENSG00000060566	19	4153631	4173054	CREB3L3	5	protein_coding
ENSG00000077463	19	4174109	4182566	SIRT6	15	protein_coding
ENSG00000089847	19	4182689	4224814	ANKRD24	6	protein_coding
ENSG00000306086	19	4186966	4210152		3	lncRNA
ENSG00000105246	19	4229523	4237528	EBI3	2	protein_coding
ENSG00000280247	19	4246339	4247358		1	TEC
ENSG00000105248	19	4247080	4269088	YJU2	2	protein_coding
ENSG00000303295	19	4263173	4280341		4	lncRNA
ENSG00000105251	19	4279266	4290722	SHD	5	protein_coding
ENSG00000167664	19	4292227	4302431	TMIGD2	4	protein_coding
ENSG00000105255	19	4304598	4323843	FSD1	10	protein_coding
ENSG00000296069	19	4305979	4310699		1	lncRNA
ENSG00000178078	19	4324043	4342786	STAP2	10	protein_coding
ENSG00000269425	19	4339577	4343491		1	lncRNA
ENSG00000298461	19	4340611	4343445		1	lncRNA
ENSG00000008382	19	4343527	4360086	MPND	8	protein_coding
ENSG00000269807	19	4347244	4354057		1	lncRNA
ENSG00000267938	19	4347780	4349061	EIF1P6	1	unprocessed_pseudogene
ENSG00000269318	19	4356637	4358448		1	lncRNA
ENSG00000141985	19	4360370	4400547	SH3GL1	6	protein_coding
ENSG00000267980	19	4363789	4364640		1	lncRNA
ENSG00000167670	19	4402640	4445018	CHAF1A	7	protein_coding
ENSG00000267255	19	4429689	4430934		1	lncRNA
ENSG00000167671	19	4444999	4457794	UBXN6	10	protein_coding
ENSG00000266437	19	4445978	4446048	MIR4746	1	miRNA
ENSG00000267030	19	4447304	4448217		1	lncRNA
ENSG00000280239	19	4448810	4450836		1	TEC
ENSG00000267769	19	4454014	4455286		1	lncRNA
ENSG00000267011	19	4457962	4471493		3	lncRNA
ENSG00000167674	19	4472297	4502208	HDGFL2	10	protein_coding
ENSG00000167676	19	4502192	4518486	PLIN4	2	protein_coding
ENSG00000214456	19	4522531	4535224	PLIN5	6	protein_coding
ENSG00000267385	19	4528427	4540067		1	protein_coding
ENSG00000171236	19	4536402	4540036	LRG1	2	protein_coding
ENSG00000167680	19	4542588	4581776	SEMA6B	5	protein_coding
ENSG00000302622	19	4580543	4586084		10	lncRNA
ENSG00000267408	19	4621194	4622307		1	unprocessed_pseudogene
ENSG00000185361	19	4639516	4655568	TNFAIP8L1	3	protein_coding
ENSG00000074842	19	4641374	4670362	MYDGF	4	protein_coding
ENSG00000268565	19	4654964	4655524		1	lncRNA
ENSG00000142002	19	4674341	4724673	DPP9	29	protein_coding
ENSG00000205790	19	4679282	4695017	DPP9-AS1	4	lncRNA
ENSG00000303840	19	4723905	4725530		1	lncRNA
ENSG00000176840	19	4769031	4785077	MIR7-3HG	84	lncRNA
ENSG00000268536	19	4769568	4791554		6	lncRNA
ENSG00000207630	19	4770670	4770779	MIR7-3	1	miRNA
ENSG00000141965	19	4791734	4801273	FEM1A	1	protein_coding
ENSG00000269604	19	4791745	4795559		2	lncRNA
ENSG00000290068	19	4812431	4812876		1	lncRNA
ENSG00000127666	19	4815932	4831712	TICAM1	1	protein_coding
ENSG00000267484	19	4838332	4838907		1	lncRNA
ENSG00000105355	19	4838341	4867694	PLIN3	7	protein_coding
ENSG00000205784	19	4890437	4902948	ARRDC5	3	protein_coding
ENSG00000276043	19	4903080	4962154	UHRF1	8	protein_coding
ENSG00000263409	19	4932687	4932740	MIR4747	1	miRNA
ENSG00000127663	19	4969113	5153611	KDM4B	12	protein_coding
ENSG00000105426	19	5158495	5340812	PTPRS	13	protein_coding
ENSG00000267550	19	5178119	5178464	PTPRS-AS1	1	lncRNA
ENSG00000296960	19	5263158	5273226		1	lncRNA
ENSG00000239524	19	5277734	5278133	RPL32P34	1	processed_pseudogene
ENSG00000274447	19	5293359	5294696		1	lncRNA
ENSG00000295263	19	5335093	5336063		1	lncRNA
ENSG00000295242	19	5336511	5337693		1	lncRNA
ENSG00000297997	19	5449284	5455335		1	lncRNA
ENSG00000105428	19	5455417	5456856	ZNRF4	1	protein_coding
ENSG00000223573	19	5558167	5578349	TINCR	5	protein_coding
ENSG00000233270	19	5576660	5576938	SNRPEP4	1	processed_pseudogene
ENSG00000130254	19	5586981	5624046	SAFB2	13	protein_coding
ENSG00000300016	19	5611494	5612355		1	lncRNA
ENSG00000160633	19	5623035	5668478	SAFB	14	protein_coding
ENSG00000130255	19	5674947	5691875	RPL36	8	protein_coding
ENSG00000174917	19	5678421	5680516	MICOS13	6	protein_coding
ENSG00000167733	19	5680604	5688523	HSD11B1L	23	protein_coding
ENSG00000196365	19	5691834	5720572	LONP1	15	protein_coding
ENSG00000174898	19	5720637	5778734	CATSPERD	3	protein_coding
ENSG00000212123	19	5782960	5784746	PRR22	2	protein_coding
ENSG00000267157	19	5784005	5785619		1	protein_coding
ENSG00000141994	19	5784832	5791225	DUS3L	15	protein_coding
ENSG00000171119	19	5805067	5828324	NRTN	1	protein_coding
ENSG00000289543	19	5828335	5830353		4	lncRNA
ENSG00000156413	19	5830408	5839722	FUT6	11	protein_coding
ENSG00000171124	19	5842888	5851471	FUT3	10	protein_coding
ENSG00000267709	19	5847467	5858239		2	lncRNA
ENSG00000130383	19	5865826	5870540	FUT5	2	protein_coding
ENSG00000267740	19	5866171	5903787		3	protein_coding
ENSG00000174886	19	5891207	5904006	NDUFA11	7	protein_coding
ENSG00000266941	19	5899895	5901511		2	lncRNA
ENSG00000267314	19	5904841	5914707		1	protein_coding
ENSG00000187650	19	5904872	5910853	VMAC	1	protein_coding
ENSG00000267571	19	5911578	5915320		2	lncRNA
ENSG00000105519	19	5912339	5916211	CAPS	5	protein_coding
ENSG00000031823	19	5916139	5978142	RANBP3	30	protein_coding
ENSG00000302284	19	5968740	5969507		1	lncRNA
ENSG00000266983	19	5978176	6020363	RANBP3-DT	17	lncRNA
ENSG00000308886	19	5978373	5980728		2	lncRNA
ENSG00000308868	19	5987307	5989822		3	lncRNA
ENSG00000087903	19	5993164	6199572	RFX2	24	protein_coding
ENSG00000267262	19	6062593	6077132		5	lncRNA
ENSG00000267589	19	6072823	6073527	RPL32P37	1	processed_pseudogene
ENSG00000267299	19	6109322	6125797		1	lncRNA
ENSG00000294431	19	6125433	6125967		1	lncRNA
ENSG00000130377	19	6135247	6193094	ACSBG2	15	protein_coding
ENSG00000267415	19	6176256	6176442		1	transcribed_processed_pseudogene
ENSG00000284490	19	6199405	6205121		1	unprocessed_pseudogene
ENSG00000130382	19	6210381	6279975	MLLT1	3	protein_coding
ENSG00000267563	19	6259157	6259799		1	lncRNA
ENSG00000280394	19	6263068	6263469		1	TEC
ENSG00000167769	19	6306142	6333612	ACER1	1	protein_coding
ENSG00000269802	19	6343761	6362149		2	lncRNA
ENSG00000125656	19	6361427	6370242	CLPP	8	protein_coding
